GenProtEC: Gene product function of E. coli K-12.
August 28th, 2007.

eck	bnum	genbank	gene	gene type	gene product	EC no1	EC no2	EC no3	EC no4
ECK2335	b2341	1788682	yfcX	e	fused enoyl-CoA hydratase-!-epimerase-!-isomerase -!- 3-hydroxyacyl-CoA dehydrogenase, subunit of anaerobic fatty acid oxidation complex	4.2.1.17	5.3.3.8	5.1.2.3	1.1.1.35
ECK2336	b2342	1788683	yfcY	e	beta-ketoacyl-CoA thiolase, anaerobic, subunit	2.3.1.16			
ECK2337	b2343	87082087	yfcZ	o	conserved protein				
ECK2338	b2344	1788686	fadL	t	long-chain fatty acid outer membrane transporter				
ECK2339	b2345	1788687	yfdF	o	predicted protein				
ECK2340	b2346	1788688	vacJ	lp	predicted lipoprotein				
ECK2341	b2347	1788689	yfdC	pm	predicted inner membrane protein				
ECK2342	b2348		argW	n	tRNA-Arg(CCU) (Arginine tRNA5)				
ECK2343	b2349	1788690	intS	h	CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase				
ECK2344	b2350	1788691	yfdG	h	CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase)				
ECK2345	b2351	1788692	yfdH	h	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase				
ECK2346	b2352	1788693	yfdI	h	CPS-53 (KpLE1) prophage; predicted inner membrane protein				
ECK2347	b2353	87082088	tfaS	h	CPS-53 (KpLE1) prophage; tail fiber assembly protein fragment (pseudogene)				
ECK2348	b2354	1788696	yfdK	h	CPS-53 (KpLE1) prophage; conserved protein				
ECK2349	b2355	1788697	yfdL	h	CPS-53 (KpLE1) prophage; conserved protein				
ECK2350	b2356	87082089	yfdM	h	CPS-53 (KpLE1) prophage; predicted methyltransferase				
ECK2351	b2357	1788699	yfdN	h	CPS-53 (KpLE1) prophage; predicted protein				
ECK2352	b2358	1788700	yfdO	h	CPS-53 (KpLE1) prophage; predicted defective phage replication protein O				
ECK2353	b2359	1788701	yfdP	h	CPS-53 (KpLE1) prophage; predicted protein				
ECK2354	b2360	1788702	yfdQ	h	CPS-53 (KpLE1) prophage; predicted protein				
ECK2355	b2361	87082090	yfdR	h	CPS-53 (KpLE1) prophage; conserved protein				
ECK2356	b2362	1788704	yfdS	h	CPS-53 (KpLE1) prophage; predicted protein				
ECK2357	b2363	1788705	yfdT	h	CPS-53 (KpLE1) prophage; predicted protein				
ECK2358	b4545	87082091	ypdJ	o	predicted protein				
ECK2359	b4501	87082092	torI	r	response regulator inhibitor for tor operon				
ECK2360	b2364	1788706	dsdC	r	DNA-binding transcriptional dual regulator				
ECK2361	b2365	1788707	dsdX	t	D-serine-specific permease				
ECK2362	b2366	1788708	dsdA	e	D-serine ammonia-lyase	4.3.1.18			
ECK2363	b2367	1788710	emrY	pt	predicted multidrug efflux system				
ECK2364	b2368	1788711	emrK	t	EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component				
ECK2365	b2369	1788712	evgA	r	DNA-binding response regulator in two-component regulatory system with EvgS				
ECK2366	b2370	1788713	evgS	r	hybrid sensory histidine kinase in two-component regulatory system with EvgA				
ECK2367	b2371	87082093	yfdE	pe	predicted CoA-transferase				
ECK2368	b2372	1788715	yfdV	pt	predicted transporter				
ECK2369	b2373	1788716	oxc	pe	predicted oxalyl-CoA decarboxylase				
ECK2370	b2374	1788717	frc	e	formyl-CoA transferase				
ECK2371	b2375	1788719	yfdX	o	predicted protein				
ECK2372	b2376	2367134	ypdI	lp	predicted lipoprotein involved in colanic acid biosynthesis				
ECK2373	b2377	1788720	yfdY	pm	predicted inner membrane protein				
ECK2374	b2378	87082094	ddg	e	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase				
ECK2375	b2379	1788722	yfdZ	pe	predicted aminotransferase, PLP-dependent				
ECK2376	b2380	1788723	ypdA	pr	predicted sensory kinase in two-component system with YpdB				
ECK2377	b2381	1788724	ypdB	pr	predicted response regulator in two-component system with YpdA				
ECK2378	b2382	1788725	ypdC	pr	predicted DNA-binding protein				
ECK2379	b2383	1788726	ypdD	pt	fused predicted PTS enzymes Hpr component -!- enzyme I component -!- enzyme IIA component	2.7.3.9	2.7.1.69		
ECK2380	b2384	1788727	ypdE	e	metalloaminopeptidase				
ECK2381	b2385	1788728	ypdF	e	metalloenzyme with Xaa-Pro aminopeptidase activity				
ECK2382	b2386	1788729	ypdG	pt	predicted enzyme IIC component of PTS				
ECK2383	b2387	1788730	ypdH	pt	predicted enzyme IIB component of PTS				
ECK2384	b2388	1788732	glk	e	glucokinase	2.7.1.2			
ECK2385	b2389	1788733	yfeO	pt	predicted ion channel protein				
ECK2386	b2390	1788734	ypeC	d	conserved protein				
ECK2387	b2392	1788736	mntH	t	manganese/divalent cation transporter				
ECK2388	b2393	1788737	nupC	t	nucleoside (except guanosine) transporter				
ECK2389	b2395	87082096	yfeA	pr	predicted diguanylate cyclase with contains EAL, GGDEF domains				
ECK2390	b2396		alaX	n	tRNA-Ala(GGC) (Alanine tRNA 2)				
ECK2391	b2397		alaW	n	tRNA-Ala(GGC), (Alanine tRNA 2)				
ECK2392	b2398	87082097	yfeC	pr	predicted DNA-binding transcriptional regulator				
ECK2393	b2399	1788742	yfeD	pr	predicted DNA-binding transcriptional regulator				
ECK2394	b2400	1788743	gltX	e	glutamyl-tRNA synthetase	6.1.1.17			
ECK2395	b2401		valU	n	tRNA-Val(UAC) (Valine tRNA1)				
ECK2396	b2402		valX	n	tRNA-Val(UAC), (Valine tRNA1)				
ECK2397	b2403		valY	n	tRNA-Val(UAC) (Valine tRNA1)				
ECK2398	b2404		lysV	n	tRNA-Lys(UUU) (Lysine tRNA)				
ECK2399	b2405	2367136	xapR	r	DNA-binding transcriptional activator				
ECK2400	b2406	1788745	xapB	t	xanthosine transporter				
ECK2401	b2407	1788746	xapA	e	purine nucleoside phosphorylase  II	2.4.2.1			
ECK2402	b2408	1788747	yfeN	pm	conserved outer membrane protein				
ECK2403	b2409	1788748	yfeR	pr	predicted DNA-binding transcriptional regulator				
ECK2404	b2410	1788749	yfeH	pm	predicted inner membrane protein				
ECK2405	b4546	87082098	ypeB	o	predicted protein				
ECK2406	b2411	1788750	ligA	e	DNA ligase, NAD(+)-dependent	6.5.1.2			
ECK2407	b2412	1788752	zipA	cp	cell division protein involved in Z ring assembly				
ECK2408	b2413	1788753	cysZ	pm	predicted inner membrane protein				
ECK2409	b2414	1788754	cysK	e	cysteine synthase A, O-acetylserine sulfhydrolase A isozyme	2.5.1.47			
ECK2410	b2415	1788755	ptsH	t	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)				
ECK2411	b2416	1788756	ptsI	t	PEP-protein phosphotransferase of PTS system (enzyme I)	2.7.3.9			
ECK2412	b2417	1788757	crr	t	glucose-specific enzyme IIA component of PTS	2.7.1.69			
ECK2413	b2418	1788758	pdxK	e	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	2.7.1.35			
ECK2414	b2419	1788759	yfeK	o	predicted protein				
ECK2415	b2420	1788760	yfeS	o	conserved protein				
ECK2416	b2421	2367138	cysM	e	cysteine synthase B, O-acetylserine sulfhydrolase B isozyme	2.5.1.47			
ECK2417	b2422	1788761	cysA	t	sulfate/thiosulfate transporter subunit -!- ATP-binding component of ABC superfamily	3.6.3.25			
ECK2418	b2423	87082099	cysW	t	sulfate/thiosulfate transporter subunit -!- membrane component of ABC superfamily				
ECK2419	b2424	1788764	cysU	t	sulfate/thiosulfate transporter subunit -!- membrane component of ABC superfamily				
ECK2420	b2425	1788765	cysP	t	thiosulfate transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK2421	b2426	87082100	ucpA	pe	predicted oxidoredutase, sulfate metabolism protein, SDR family				
ECK2422	b2427	1788767	yfeT	pr	predicted DNA-binding transcriptional regulator				
ECK2423	b2428	1788768	murQ	e	N-acetylmuramic acid etherase				
ECK2424	b2429	1788769	murP	pt	fused predicted enzyme IIBC components of PTS				
ECK2425	b2430	87082101	yfeW	pe	predicted periplasmic esterase				
ECK2426	b2431	87082102	yfeX	d	conserved protein				
ECK2427	b2432	1788772	yfeY	o	predicted protein				
ECK2428	b2433	87082103	yfeZ	pm	predicted inner membrane protein				
ECK2429	b2434	87082104	ypeA	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain				
ECK2430	b2435	1788776	amiA	e	N-acetylmuramoyl-l-alanine amidase I	3.5.1.28			
ECK2431	b2436	1788777	hemF	e	coproporphyrinogen III oxidase	1.3.3.3			
ECK2432	b2437	1788778	yfeG	pr	predicted DNA-binding transcriptional regulator				
ECK2433	b2438	87082105	yffI	ps	predicted carboxysome structural protein with predicted role in ethanolamine utilization				
ECK2434	b2439	1788780	eutL	ps	predicted carboxysome structural protein with predicted role in ethanolamine utilization				
ECK2435	b2440	1788781	eutC	e	ethanolamine ammonia-lyase, small subunit (light chain)	4.3.1.7			
ECK2436	b2441	87082106	eutB	e	ethanolamine ammonia-lyase, large subunit, heavy chain	4.3.1.7			
ECK2437	b2442	1788783	intZ	h	CPZ-55 prophage; predicted integrase				
ECK2438	b2443	1788784	yffL	h	CPZ-55 prophage; predicted protein				
ECK2439	b2444	1788785	yffM	h	CPZ-55 prophage; predicted protein				
ECK2440	b2445	1788786	yffN	h	CPZ-55 prophage; predicted protein				
ECK2441	b2446	1788787	yffO	h	CPZ-55 prophage; predicted protein				
ECK2442	b2447	1788788	yffP	h	CPZ-55 prophage; predicted protein				
ECK2443	b2448	1788790	yffQ	h	CPZ-55 prophage; predicted protein				
ECK2444	b2449	1788791	yffR	h	CPZ-55 prophage; predicted protein				
ECK2445	b2450	1788792	yffS	h	CPZ-55 prophage; predicted protein				
ECK2446	b2451	1788793	eutA	f	reactivating factor for ethanolamine ammonia lyase				
ECK2447	b2452	1788794	eutH	pm	predicted inner membrane protein				
ECK2448	b2453	87082107	eutG	pe	predicted alcohol dehydrogenase in ethanolamine utilization				
ECK2449	b2454	1788796	eutJ	pf	predicted chaperonin, ethanolamine utilization protein				
ECK2450	b2455	1788797	eutE	pe	predicted aldehyde dehydrogenase, ethanolamine utilization protein				
ECK2451	b2456	1788798	cchB	ps	predicted carboxysome structural protein, ethanolamine utilization protein				
ECK2452	b2457	87082108	cchA	ps	predicted carboxysome structural protein, ethanolamine utilization protein				
ECK2453	b2458	1788800	eutI	pe	predicted phosphotransacetylase subunit				
ECK2454	b2459	1788801	eutT	pe	predicted ATP:cob(I)alamin adenosyltransferase				
ECK2455	b2460	1788802	eutQ	d	conserved protein				
ECK2456	b2461	1788803	eutP	d	conserved protein with nucleoside triphosphate hydrolase domain				
ECK2457	b2462	87082109	ypfE	ps	predicted carboxysome structural protein with predicted role in ethanol utilization				
ECK2458	b2463	1788806	maeB	pe	fused predicted malic enzyme  -!- predicted phosphotransacetylase				
ECK2459	b2464	1788807	talA	e	transaldolase A	2.2.1.2			
ECK2460	b2465	1788808	tktB	e	transketolase 2, thiamin-binding	2.2.1.1			
ECK2461	b2466	1788809	ypfG	o	predicted protein				
ECK2462	b2467	1788810	yffH	e	GDP-mannose pyrophosphatase				
ECK2463	b2468	1788811	aegA	pe	fused predicted FeS binding subunit -!- predicted NAD/FAD-binding similar to GltD				
ECK2464	b2469	1788812	narQ	r	sensory histidine kinase in two-component regulatory system with NarP (NarL)				
ECK2465	b2470	1788814	acrD	t	aminoglycoside/multidrug efflux system				
ECK2466	b2471	1788815	yffB	d	conserved protein				
ECK2467	b2472	1788816	dapE	e	N-succinyl-diaminopimelate deacylase	3.5.1.18			
ECK2468	b4547	87082110	ypfN	o	predicted protein				
ECK2469	b2473	87082111	ypfH	pe	predicted hydrolase				
ECK2470	b2474	1788818	ypfI	pe	predicted hydrolase				
ECK2471	b2475	1788819	ypfJ	o	conserved protein				
ECK2472	b2476	1788820	purC	e	phosphoribosylaminoimidazole-succinocarboxamide synthetase	6.3.2.6			
ECK2473	b2477	87082112	nlpB	lp	lipoprotein				
ECK2474	b2478	1788823	dapA	e	dihydrodipicolinate synthase	4.2.1.52			
ECK2475	b2479	87082113	gcvR	r	DNA-binding transcriptional repressor, regulatory protein accessory to GcvA				
ECK2476	b2480	1788825	bcp	e	thiol peroxidase, thioredoxin-dependent	1.11.1.-	1.11.1.7		
ECK2477	b2481	87082114	hyfA	c	hydrogenase 4, 4Fe-4S subunit	1.-			
ECK2478	b2482	1788827	hyfB	m	hydrogenase 4, membrane subunit				
ECK2479	b2483	87082115	hyfC	m	hydrogenase 4, membrane subunit				
ECK2480	b2484	1788829	hyfD	m	hydrogenase 4, membrane subunit				
ECK2481	b2485	1788830	hyfE	m	hydrogenase 4, membrane subunit				
ECK2482	b2486	1788831	hyfF	m	hydrogenase 4, membrane subunit				
ECK2483	b2487	1788832	hyfG	c	hydrogenase 4, FeS subunit	1.-			
ECK2484	b2488	1788833	hyfH	c	hydrogenase 4, Fe-S subunit	1.-			
ECK2485	b2489	1788834	hyfI	c	hydrogenase 4, FeS subunit	1.-			
ECK2486	b2490	87082116	hyfJ	pf	predicted processing element hydrogenase 4				
ECK2487	b2491	87082117	hyfR	r	DNA-binding transcriptional activator, formate sensing				
ECK2488	b2492	1788837	focB	pt	predicted formate transporter				
ECK2489	b2493	1788838	yfgO	pm	predicted inner membrane protein				
ECK2490	b2494	1788840	yfgC	pe	predicted peptidase				
ECK2491	b2495	1788841	yfgD	pe	predicted oxidoreductase				
ECK2492	b2496	1788842	hda	cp	ATPase regulatory factor involved in DnaA inactivation				
ECK2493	b2497	1788843	uraA	t	uracil transporter				
ECK2494	b2498	87082118	upp	e	uracil phosphoribosyltransferase	2.4.2.9			
ECK2495	b2499	1788845	purM	e	phosphoribosylaminoimidazole synthetase	6.3.3.1			
ECK2496	b2500	1788846	purN	e	phosphoribosylglycinamide formyltransferase 1	2.1.2.2			
ECK2497	b2501	1788847	ppk	e	polyphosphate kinase, component of RNA degradosome	2.7.4.1			
ECK2498	b2502	1788848	ppx	e	exopolyphosphatase	3.6.1.11			
ECK2499	b2503	1788849	yfgF	pm	predicted inner membrane protein with  EAL domain				
ECK2500	b2504	1788851	yfgG	o	predicted protein				
ECK2501	b2505	1788852	yfgH	pm	predicted outer membrane lipoprotein				
ECK2502	b2506	1788853	yfgI	o	conserved protein				
ECK2503	b2507	1788854	guaA	e	GMP synthetase (glutamine aminotransferase)	6.3.5.2	6.3.4.1		
ECK2504	b2508	1788855	guaB	e	IMP dehydrogenase	1.1.1.205			
ECK2505	b2509	1788856	xseA	e	exonuclease VII, large subunit	3.1.11.6			
ECK2506	b2510	87082119	yfgJ	d	predicted protein				
ECK2507	b2511	87082120	der	f	50S ribosome-associated factor, involved in ribosome biogenesis				
ECK2508	b2512	1788859	yfgL	lp	protein assembly complex, lipoprotein component				
ECK2509	b2513	1788860	yfgM	d	conserved protein				
ECK2510	b2514	1788861	hisS	e	histidyl tRNA synthetase	6.1.1.21			
ECK2511	b2515	1788863	ispG	e	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.4.3			
ECK2512	b2516	1788864	yfgA	d	conserved protein				
ECK2513	b2517	1788865	yfgB	pe	predicted enzyme				
ECK2514	b2518	1788866	ndk	e	multifunctional nucleoside diphosphate kinase -!- apyrimidinic endonuclease -!- 3'-phosphodiesterase	2.7.4.6			
ECK2515	b2519	1788867	pbpC	e	fused transglycosylase -!- transpeptidase	2.4.1.-	3.4.-		
ECK2516	b2520	1788868	yfhM	d	conserved protein				
ECK2517	b2521	87082121	sseA	e	3-mercaptopyruvate sulfurtransferase	2.8.1.2			
ECK2518	b4440		ryfA	n	small RNA				
ECK2519	b2522	87082122	sseB	e	rhodanase-like enzyme, sulfur transfer from thiosulfate				
ECK2520	b2523	87082123	pepB	e	aminopeptidase B	3.4.11.23			
ECK2521	b2524	1788873	yfhJ	pf	conserved protein				
ECK2522	b2525	1788874	fdx	c	[2Fe-2S] ferredoxin				
ECK2523	b2526	1788875	hscA	f	DnaK-like molecular chaperone specific for IscU				
ECK2524	b2527	1788876	hscB	f	DnaJ-like molecular chaperone specific for IscU				
ECK2525	b2528	1788877	iscA	f	FeS cluster assembly protein				
ECK2526	b2529	1788878	iscU	f	scaffold protein				
ECK2527	b2530	48994898	iscS	e	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	2.8.1.7			
ECK2528	b2531	1788880	iscR	r	DNA-binding transcriptional activator				
ECK2529	b2532	1788881	trmJ	e	tRNA:Cm32/Um32 methyltransferase				
ECK2530	b2533	1788882	suhB	e	inositol monophosphatase	3.1.3.25			
ECK2531	b2534	1788884	yfhR	pe	predicted peptidase				
ECK2532	b2535	87082124	csiE	cp	stationary phase inducible protein				
ECK2533	b2536	1788886	hcaT	pt	predicted 3-phenylpropionic transporter				
ECK2534	b2537	1788887	hcaR	r	DNA-binding transcriptional regulator				
ECK2535	b2538	1788888	hcaE	e	3-phenylpropionate dioxygenase, large (alpha) subunit	1.14.1.-			
ECK2536	b2539	1788889	hcaF	e	3-phenylpropionate dioxygenase, small (beta) subunit	1.14.1.-			
ECK2537	b2540	1788890	hcaC	pc	3-phenylpropionate dioxygenase, predicted ferredoxin subunit				
ECK2538	b2541	1788891	hcaB	e	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase, SDR family	1.3.1.-			
ECK2539	b2542	1788892	hcaD	e	phenylpropionate dioxygenase, ferredoxin reductase subunit	1.18.1.3			
ECK2540	b2543	1788893	yphA	pm	predicted inner membrane protein				
ECK2541	b2544	1788894	yphB	d	conserved protein				
ECK2542	b2545	87082125	yphC	pe	predicted oxidoreductase, Zn-dependent and NAD(P)-binding				
ECK2543	b2546	1788896	yphD	pt	predicted sugar transporter subunit -!- membrane component of ABC superfamily				
ECK2544	b2547	1788897	yphE	pt	fused predicted sugar transporter subunits -!- ATP-binding components of ABC superfamily				
ECK2545	b2548	1788898	yphF	pt	predicted sugar transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK2546	b2549	87082126	yphG	d	conserved protein				
ECK2547	b2550	87082127	yphH	pr	predicted DNA-binding transcriptional regulator				
ECK2548	b2551	1788902	glyA	e	serine hydroxymethyltransferase	2.1.2.1			
ECK2549	b2552	1788903	hmp	e	fused nitric oxide dioxygenase -!- dihydropteridine reductase 2	1.14.12.17	1.6.99.7		
ECK2550	b2553	1788904	glnB	r	regulatory protein P-II for glutamine synthetase				
ECK2551	b2554	1788905	yfhA	pr	predicted DNA-binding response regulator in two-component system				
ECK2552	b2555	1788906	yfhG	o	conserved protein				
ECK2553	b2556	87082128	yfhK	pr	predicted sensory kinase in two-component system				
ECK2554	b4441		tke1	n	small RNA				
ECK2555	b2557	48994899	purL	e	phosphoribosylformyl-glycineamide synthetase	6.3.5.3			
ECK2556	b2558	1788910	yfhD	pe	predicted transglycosylase				
ECK2557	b2559	1788911	tadA	e	tRNA-specific adenosine deaminase	3.5.4.-			
ECK2558	b2560	87082129	yfhB	d	conserved protein				
ECK2559	b2561	87082130	yfhH	pr	predicted DNA-binding transcriptional regulator				
ECK2560	b2562	1788914	yfhL	pc	predicted 4Fe-4S cluster-containing protein				
ECK2561	b2563	1788916	acpS	e	holo-[acyl-carrier-protein] synthase 1	2.7.8.7			
ECK2562	b2564	1788917	pdxJ	e	pyridoxine 5'-phosphate synthase				
ECK2563	b2565	2367140	recO	cp	gap repair protein				
ECK2564	b2566	1788919	era	e	membrane-associated, 16S rRNA-binding GTPase				
ECK2565	b2567	1788920	rnc	e	RNase III	3.1.26.3			
ECK2566	b2568	1788921	lepB	e	leader peptidase (signal peptidase I)	3.4.21.89			
ECK2567	b2569	1788922	lepA	f	elongation factor 4				
ECK2568	b2570	1788923	rseC	cp	RseC protein involved in reduction of the SoxR iron-sulfur cluster				
ECK2569	b2571	1788924	rseB	f	anti-sigma factor				
ECK2570	b2572	1788925	rseA	f	anti-sigma factor				
ECK2571	b2573	1788926	rpoE	f	RNA polymerase, sigma 24 (sigma E) factor				
ECK2572	b2574	1788928	nadB	e	quinolinate synthase, L-aspartate oxidase (B protein) subunit	1.4.3.16			
ECK2573	b2575	87082131	yfiC	pe	predicted methyltransferase				
ECK2574	b2576	1788930	srmB	e	ATP-dependent RNA helicase	2.7.7.-			
ECK2575	b2577	87082132	yfiE	pr	predicted DNA-binding transcriptional regulator				
ECK2576	b2578	1788932	yfiK	t	neutral amino-acid efflux system				
ECK2577	b2579	1788933	yfiD	e	pyruvate formate lyase subunit				
ECK2578	b2580	1788934	ung	e	uracil-DNA-glycosylase	3.2.2.-			
ECK2579	b2581	1788935	yfiF	pe	predicted methyltransferase				
ECK2580	b2582	1788936	trxC	c	thioredoxin 2	1.8.1.8			
ECK2581	b2583	87082133	yfiP	d	conserved protein				
ECK2582	b2584	1788938	yfiQ	pe	fused predicted acyl-CoA synthetase NAD(P)-binding subunit -!- ATP-binding subunit				
ECK2583	b2585	87082134	pssA	e	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)	2.7.8.8			
ECK2584	b2586	1788941	yfiM	o	predicted protein				
ECK2585	b2587	1788942	kgtP	t	alpha-ketoglutarate transporter				
ECK2586	b2588		rrfG	n	5S rRNA (rrfG)				
ECK2587	b2589		rrlG	n	23S rRNA (rrlG)				
ECK2588	b2590		gltW	n	tRNA-Glu(UUC) (Glutamate tRNA2)				
ECK2589	b2591		rrsG	n	16S rRNA (rrnG)				
ECK2590	b2592	1788943	clpB	f	protein disaggregation chaperone				
ECK2591	b2593	1788945	yfiH	o	conserved protein				
ECK2592	b2594	1788946	rluD	e	23S rRNA pseudouridine synthase	4.2.1.70			
ECK2593	b2595	1788947	yfiO	lp	outer membrane lipoprotein				
ECK2594	b2597	1788949	yfiA	f	cold shock protein associated with 30S ribosomal subunit				
ECK2595	b2598	1788950	pheL	l	pheA gene leader peptide				
ECK2596	b2599	1788951	pheA	e	fused chorismate mutase P -!- prephenate dehydratase	5.4.99.5	4.2.1.51		
ECK2597	b2600	1788952	tyrA	e	fused chorismate mutase T -!- prephenate dehydrogenase	5.4.99.5	1.3.1.12		
ECK2598	b2601	1788953	aroF	e	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase, tyrosine-repressible	2.5.1.54			
ECK2599	b2602	87082135	yfiL	o	predicted protein				
ECK2600	b2603	1788955	yfiR	o	predicted protein				
ECK2601	b2604	1788956	yfiN	pr	predicted diguanylate cyclase				
ECK2602	b2605	1788957	yfiB	pm	predicted outer membrane lipoprotein				
ECK2603	b2606	1788958	rplS	s	50S ribosomal subunit protein L19				
ECK2604	b2607	1788959	trmD	e	tRNA (guanine-1-)-methyltransferase	2.1.1.31			
ECK2605	b2608	87082136	rimM	e	16S rRNA processing protein				
ECK2606	b2609	1788961	rpsP	s	30S ribosomal subunit protein S16				
ECK2607	b2610	1788963	ffh	f	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)				
ECK2608	b2611	1788964	ypjD	pm	predicted inner membrane protein				
ECK2609	b4461	87082137	yfjD	pm	predicted inner membrane protein				
ECK2610	b2614	1788967	grpE	f	heat shock protein				
ECK2611	b2615	1788968	yfjB	e	NAD kinase	2.7.1.23			
ECK2612	b2616	48994901	recN	cp	recombination and repair protein				
ECK2613	b2617	87082138	smpA	lp	small membrane lipoprotein				
ECK2614	b2618	87082139	yfjF	o	predicted protein				
ECK2615	b2619	1788972	yfjG	o	conserved protein				
ECK2616	b2620	1788973	smpB	f	trans-translation protein				
ECK2617	b2621		ssrA	n	10Sa RNA SsrA (tmRNA)				
ECK2618	b2622	1788974	intA	h	CP4-57 prophage; integrase				
ECK2619	b2623	1788976	yfjH	h	CP4-57 prophage; predicted protein				
ECK2620	b2624	1788977	alpA	h	CP4-57 prophage; DNA-binding transcriptional activator				
ECK2621	b2625	1788978	yfjI	h	CP4-57 prophage; predicted protein				
ECK2622	b2626	1788979	yfjJ	h	CP4-57 prophage; predicted protein				
ECK2623	b2627	1788980	yfjK	h	CP4-57 prophage; conserved protein				
ECK2624	b2628	1788981	yfjL	h	CP4-57 prophage; predicted protein				
ECK2625	b2629	1788982	yfjM	h	CP4-57 prophage; predicted protein				
ECK2626	b2630	1788983	rnlA	h	CP4-57 prophage; endoribonuclease RNase LS				
ECK2627	b2631	87082140	yfjO	h	CP4-57 prophage; predicted protein				
ECK2628	b2632	48994902	yfjP	h	CP4-57 prophage; predicted GTP-binding protein				
ECK2629	b2633	1788987	yfjQ	h	CP4-57 prophage; predicted protein				
ECK2630	b2634	1788988	yfjR	h	CP4-57 prophage; predicted DNA-binding transcriptional regulator				
ECK2631	b2635	87082141	ypjK	h	CP4-57 prophage; predicted inner membrane protein				
ECK2632	b2636	87082142	yfjS	h	CP4-57 prophage; predicted protein				
ECK2633	b2637	1788990	yfjT	h	CP4-57 prophage; predicted protein				
ECK2634	b2638	1788991	yfjU	h	CP4-57 prophage; conserved protein				
ECK2635	b2639	1788992	ypjL	h	CP4-57 prophage; predicted inner membrane protein				
ECK2636	b2640	1788993	yfjV	h	CP4-57 prophage; predicted protein				
ECK2637	b2641	87082143	ypjM	h	CP4-57 prophage; predicted protein (pseudogene)				
ECK2638	b2642	2367146	yfjW	h	CP4-57 prophage; predicted inner membrane protein				
ECK2639	b2643	1788996	yfjX	h	CP4-57 prophage; predicted antirestriction protein				
ECK2640	b2644	1788997	yfjY	h	CP4-57 prophage; predicted DNA repair protein				
ECK2641	b4548	87082144	ypjJ	o	predicted protein				
ECK2642	b2645	1788998	yfjZ	h	CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system				
ECK2643	b2646	1788999	ypjF	h	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system				
ECK2644	b2647	87082145	ypjA	t	adhesin-like autotransporter				
ECK2645	b2648	1789002	pinH	su	predicted invertase fragment (pseudogene)				
ECK2646	b2649	1789003	ypjB	o	predicted protein				
ECK2647	b2650	1789004	ypjC	o	predicted protein				
ECK2648	b2652		ileY	n	tRNA-Ile(CAU) (Isoleucine tRNA2 variant)				
ECK2649	b2654	1789007	ygaQ	o	predicted protein				
ECK2650	b4462	48994903	ygaR	o	predicted protein				
ECK2651	b2657	87082146	yqaC	su	conserved protein (pseudogene)				
ECK2652	b2658	1789012	yqaD	d	conserved protein				
ECK2653	b2659	87082147	ygaT	d	predicted protein				
ECK2654	b2660	87082148	ygaF	pe	predicted enzyme				
ECK2655	b2661	1789015	gabD	e	succinate-semialdehyde dehydrogenase I, NADP-dependent	1.2.1.16			
ECK2656	b2662	1789016	gabT	e	4-aminobutyrate aminotransferase, PLP-dependent	2.6.1.19			
ECK2657	b2663	1789017	gabP	t	gamma-aminobutyrate transporter				
ECK2658	b2664	87082149	csiR	r	DNA-binding transcriptional dual regulator				
ECK2659	b2665	1789019	ygaU	d	predicted protein				
ECK2660	b2666	1789020	yqaE	pm	predicted membrane protein				
ECK2661	b2667	1789021	ygaV	pr	predicted DNA-binding transcriptional regulator				
ECK2662	b2668	1789022	ygaP	pe	predicted inner membrane protein with hydrolase activity				
ECK2663	b2669	1789023	stpA	r	DNA binding protein, nucleoid-associated				
ECK2664	b2670	1789025	ygaW	pm	predicted inner membrane protein				
ECK2665	b2671	1789026	ygaC	o	predicted protein				
ECK2666	b2672	1789027	ygaM	o	predicted protein				
ECK2667	b2673	1789028	nrdH	pc	glutaredoxin-like protein				
ECK2668	b2674	1789029	nrdI	f	protein that stimulates ribonucleotide reduction				
ECK2669	b2675	1789030	nrdE	e	ribonucleoside-diphosphate reductase 2, alpha subunit	1.17.4.1			
ECK2670	b2676	1789031	nrdF	c	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like	1.17.4.1			
ECK2671	b2677	1789032	proV	t	glycine betaine transporter subunit -!- ATP-binding compoent of ABC superfamily				
ECK2672	b2678	1789033	proW	t	glycine betaine transporter subunit -!- membrane component of ABC superfamily				
